lookback,btc_sma,vol_target,score,2022_pct,2022_dd,2022_sharpe,2023_pct,2023_dd,2023_sharpe,2024_pct,2024_dd,2024_sharpe,2025_pct,2025_dd,2025_sharpe,2026_pct,2026_dd,2026_sharpe
14,200,0.8,0.2154972288978877,0.0,0.0,0.0,70.84323490080753,-22.622688620606056,1.6987986040293535,80.66514605804495,-25.361629450187362,1.9616053811785643,-6.922764149911631,-26.434249298535917,-0.06050029369980254,18.323232862535257,-8.25247080675342,1.3463311328694538
45,200,0.8,0.18768742878233552,0.0,0.0,0.0,40.167859264240334,-27.82680834227069,1.2272396020182905,38.78553561726916,-34.66509705045766,1.0568910978738049,-5.388552900625121,-24.51225876259633,0.0046797938393946205,28.440138894550305,-9.121080385783598,1.711108924402067
30,100,0.3,0.14916303096977102,-5.259986032922637,-9.90792469024344,-0.8603013154588132,34.49765191487919,-9.193243187573486,1.8319358755399402,39.769688661027345,-10.716757581492509,1.9904023727008415,5.0680365081889445,-8.455976780512742,0.39695191416488873,13.000769705079085,-6.522042151630081,1.3478632087649172
20,150,0.3,0.13977591672405454,-2.517353454294835,-3.5120581444151533,-0.9730420005069068,15.988900937322459,-17.992120381578257,0.9907287663416274,39.247764335868766,-12.025243455909395,2.0696394254891497,6.130440650380042,-9.48133006152878,0.4821181631792395,11.535411812549935,-6.295678439133545,1.29117848682132
30,150,0.3,0.13672544607002146,-2.753546346902913,-3.745840944700385,-1.179771904542081,28.46237294127767,-12.171937255062094,1.5442635306311714,42.57506675164262,-9.13370698714745,2.1184570995408314,4.4828262751679615,-9.25323746470884,0.3547820422560025,13.577007088500427,-6.600149918633269,1.4542500183744618
14,150,0.3,0.11149545831791152,-2.441313819573443,-3.436794411702704,-0.9444007547867033,29.87500984328961,-13.263347216531308,1.376429102088525,47.43456231993242,-7.329506106289719,2.5291241666180215,-1.1632570126134611,-13.613776002246903,-0.0025164372741014185,10.033370969262844,-5.604832693405237,1.20198123405818
60,150,0.3,0.09583112664518034,-2.5796258130204253,-3.5736950812530144,-0.9990574553706993,24.918483547460447,-12.870458401531248,1.2486445839786728,37.532433486300796,-13.713087728554353,1.8303820669327084,1.5484537250679553,-10.892831970622762,0.17533290793790826,12.841541661995848,-5.962108851917547,1.436975606838962
90,200,0.3,0.09327594018399332,0.0,0.0,0.0,8.183282585064887,-19.169505254048325,0.5677794659941738,38.71841102009168,-14.361621506458155,1.7751859229742946,-5.3897001478316,-19.23131833673767,-0.18664554195760125,11.01264116209586,-3.9735830121792937,1.7615079806827796
20,150,0.5,0.05269210649693673,-4.102211414465851,-5.724709745520151,-0.977943604049476,24.595347975353743,-24.85651835289817,1.0069145749280237,61.51808109416746,-19.52711436619149,1.9476731097001918,8.194793085665154,-14.456035606905605,0.4606860838903273,17.832547480930415,-8.307222423754347,1.3273737321167371
20,150,0.8,0.052381271347768654,-5.085041712041949,-7.633344464624015,-0.8855419551791072,40.17210173171715,-26.773538876170722,1.2467067285201963,82.51690331727329,-24.960971335241354,1.8996101364050404,7.964985231843613,-19.90027409226669,0.40027468990989373,19.98797336467819,-9.062593825504084,1.28031599831526
14,100,0.3,0.04166738648798332,-4.714325986176437,-9.695183156005516,-0.7600966756842599,37.21711566773402,-14.84230706241293,1.6740156056959608,41.089655446018945,-11.317618828727383,2.2360902288900166,0.7580500138438806,-13.78456011098862,0.12534036807872317,6.564751047161166,-6.085006444962204,0.7843155461047959
14,150,0.5,0.036240801084004515,-3.9773896126086283,-5.60199980847419,-0.948551144739477,44.94563997085932,-19.224251535027626,1.382428992837231,75.7095042112462,-12.369241557810573,2.37130360861527,-2.400715673992504,-20.50405008440215,0.014449621123993978,15.515573384603766,-7.4892474606452435,1.2456661280126087
10,200,0.3,0.035431898306840015,0.0,0.0,0.0,16.626081184617725,-17.605967789116505,0.9784607579683018,33.358288453721705,-15.20648787492538,1.944689429831631,-6.392195491191344,-14.896402467938996,-0.3634911199434639,10.014773300952173,-5.46596375138424,1.3465061537489578
30,150,0.5,0.02538515162235186,-4.4834416545493365,-6.099489936677516,-1.187803150989535,41.946998621628055,-17.958838018752644,1.4631389328146518,68.35022958007872,-14.911028995275178,2.0131504459002008,5.08902800406299,-14.403295152369179,0.32405207182898976,21.327130316518872,-8.689332932739081,1.5035303856555975
14,150,0.8,0.014868144890970214,-4.942482449338915,-7.494612671985812,-0.8609817147158774,62.61950713067201,-22.6226886206061,1.5385863049489172,104.48957562296278,-15.519019290987512,2.3331017426516483,-4.955454627466138,-26.66339665721541,-0.002559654380945449,16.110737266222962,-8.252470806753431,1.135036018909273
10,100,0.3,0.011479115508441023,-4.834822264759964,-9.626861102826478,-0.798174051760761,20.34031223569692,-17.56380542898066,1.157562950680938,39.495398275849844,-14.18438930387268,2.223485094671801,1.7442575791358328,-9.922710468418682,0.19238884805612716,8.719199999060923,-5.465963751384262,1.0200573411391267
60,150,0.5,-0.008257141489753955,-4.2042416991158955,-5.825013775905063,-1.0045495834669977,35.9460779690056,-19.918045639510606,1.1952803240579564,58.64432460951934,-21.864657724780546,1.7218221701650984,-0.10852053908836368,-16.788961461551153,0.13295387212678755,20.458920932218305,-7.700835162471298,1.5048840620892565
30,150,0.8,-0.008456240165678475,-5.6202109617081835,-8.154145343944618,-1.0823300478812135,60.86133213634217,-21.09030227747245,1.622526033531982,90.96852673546655,-19.612014396166867,1.9403934286897981,1.4867185512263514,-20.34763098314706,0.21315807897078037,25.20498823999382,-9.121080385783664,1.4799032788142128
10,150,0.3,-0.022098859094354273,-2.517353454294835,-3.5120581444151533,-0.9730420005069068,14.778097820974988,-20.56576351132241,0.8720409133684567,38.58662924870124,-13.826914085664422,2.1951282405591037,-1.6076694814421422,-12.18409380581561,-0.03687934255980761,9.492683454219431,-5.465963751384284,1.1531710176825953
45,150,0.3,-0.03853253533083717,-2.3767132058292506,-3.304422319436784,-0.9465388182731765,15.604321300915958,-19.30581661989662,0.9715512859001368,31.511032110852554,-11.830334492356132,1.6295612718635346,-1.1263481178137136,-12.48079353007505,0.0056079497780640395,9.127142633531161,-8.583027234531427,0.999543599241341
