variant,vol_target,lev,is_total_pct,is_cagr_pct,is_maxdd_pct,is_sharpe,oos_total_pct,oos_cagr_pct,oos_maxdd_pct,oos_sharpe
reversion_rsi2_20_70_sma100,0.5,1,11.079788873330365,3.5646834029107177,-10.669022964266361,0.3677915770033,-2.2790022225436912,-1.3288675575209519,-12.532140424690096,-0.046489611744943656
reversion_rsi2_20_70_sma100,0.5,2,18.786122694327222,5.9063260167922405,-21.142748785315746,0.36779157700329473,-6.966677310415436,-4.103805329867272,-24.274175876468462,-0.046489611744946584
reversion_rsi2_20_70_sma100,0.5,3,1.3781481519095973,0.4572884029747426,-42.987193986995464,0.20799870526196726,-20.332405933065832,-12.357423377952104,-41.004568880782955,-0.14968422207735618
reversion_rsi2_20_70_sma200,,1,6.1196530758259815,1.9996325361059997,-18.31463940636988,0.2012516006968954,-7.311236494875583,-4.310061476120652,-18.606657190423892,-0.20735367100727212
reversion_rsi2_20_70_sma200,,2,3.2480595896970943,1.0711714775204717,-34.26117459568715,0.2012516006968921,-31.504860878430165,-19.714775296569986,-43.34212482347621,-0.40745469159015374
reversion_rsi2_20_70_sma200,,3,-15.90780993079206,-5.611615193552055,-52.265288921151964,0.15141000974751337,-51.45712945269256,-34.25496777759475,-63.107421728934746,-0.5281483890645965
reversion_rsi2_20_70_sma200,0.5,1,4.880640551329951,1.601107901501586,-16.873994986365915,0.19751486623672765,-3.8948667038619766,-2.2789595882848013,-11.666332501267862,-0.1493524796399756
reversion_rsi2_20_70_sma200,0.5,2,5.837202615459369,1.9090572891928614,-31.720722869906403,0.19751486623673195,-18.063357792749635,-10.917463515260362,-28.843504309460787,-0.32257304610434995
reversion_rsi2_20_70_sma200,0.5,3,-24.620514830589357,-8.990990237395824,-59.35474071973004,-0.01117162632225822,-29.961694217271038,-18.67006850421722,-43.050650787075995,-0.3307297344726867
reversion_rsi2_30_60_sma100,,1,19.740883879270378,6.1893151423003445,-19.529547540532654,0.4195430281547275,-3.183421287657817,-1.8598260187197124,-18.68385398434256,-0.026978084503479924
reversion_rsi2_30_60_sma100,,2,29.787665871196122,9.07983542364259,-36.21804177388837,0.419543028154727,-24.260471494765902,-14.891571337023723,-43.1166787699329,-0.21773699391638132
reversion_rsi2_30_60_sma100,,3,16.220793351238605,5.138379409565097,-50.246057026375965,0.3696773734218957,-38.30821545124652,-24.44350156484436,-59.1918515497017,-0.25543362316752116
reversion_rsi2_30_60_sma100,0.5,1,15.268720604132069,4.850496408644545,-13.202913827453289,0.4523695100435039,-1.5641459519413203,-0.910653865769584,-13.543247899321697,-0.003426053245485298
reversion_rsi2_30_60_sma100,0.5,2,27.148168770298376,8.33531154097682,-25.155109859607418,0.45236951004351106,-5.967410711014532,-3.5074414179200764,-26.95069753938585,-0.003426053245484323
reversion_rsi2_30_60_sma100,0.5,3,11.24800764941154,3.616936344973909,-43.03190213678653,0.2974563486033618,-27.5675002295255,-17.06815408290805,-49.892175738714094,-0.19294510456281896
reversion_rsi2_30_60_sma200,,1,17.929286953567548,5.651067828272716,-18.469331406406486,0.39741993230911393,-7.370209606676125,-4.345395528757123,-21.544439651651615,-0.1719741227019336
reversion_rsi2_30_60_sma200,,2,26.45710206448615,8.138682742255888,-35.028284421058316,0.39741993230911093,-40.30615061060073,-25.873236638317177,-53.15351201375806,-0.4185929883295969
reversion_rsi2_30_60_sma200,,3,12.567286686851919,4.0249221235829635,-49.473814951509176,0.3467244872484175,-52.505316833656465,-35.082533425161145,-66.6071235772383,-0.44398306882935745
